rank,candidate_id,current_title,years_experience,final_score
42350,CAND_0038947,Accountant,10.4,28.18
42351,CAND_0038948,Operations Manager,10.0,28.18
42352,CAND_0038952,HR Manager,12.8,28.18
42353,CAND_0038963,Operations Manager,11.4,28.18
42354,CAND_0038966,Accountant,10.3,28.18
42355,CAND_0038967,Content Writer,9.0,28.18
42356,CAND_0038971,HR Manager,8.7,28.18
42357,CAND_0038975,HR Manager,13.1,28.18
42358,CAND_0038977,Marketing Manager,12.4,28.18
42359,CAND_0038987,Sales Executive,8.2,28.18
42360,CAND_0039007,Operations Manager,10.8,28.18
42361,CAND_0039021,Sales Executive,12.1,28.18
42362,CAND_0039027,Sales Executive,12.8,28.18
42363,CAND_0039032,Customer Support,9.3,28.18
42364,CAND_0039036,Content Writer,9.3,28.18
42365,CAND_0039039,Customer Support,13.6,28.18
42366,CAND_0039043,Marketing Manager,12.9,28.18
42367,CAND_0039049,Sales Executive,13.3,28.18
42368,CAND_0039057,Sales Executive,13.5,28.18
42369,CAND_0039060,Marketing Manager,13.7,28.18
42370,CAND_0039063,Operations Manager,11.9,28.18
42371,CAND_0039065,Customer Support,13.5,28.18
42372,CAND_0039069,Customer Support,11.9,28.18
42373,CAND_0039071,Content Writer,9.4,28.18
42374,CAND_0039073,Sales Executive,11.0,28.18
42375,CAND_0039078,Operations Manager,14.3,28.18
42376,CAND_0039086,HR Manager,9.4,28.18
42377,CAND_0039088,Content Writer,12.6,28.18
42378,CAND_0039104,Operations Manager,11.8,28.18
42379,CAND_0039114,HR Manager,8.8,28.18
42380,CAND_0039116,Customer Support,11.1,28.18
42381,CAND_0039118,Marketing Manager,12.9,28.18
42382,CAND_0039128,Customer Support,11.4,28.18
42383,CAND_0039135,Accountant,11.0,28.18
42384,CAND_0039137,Accountant,9.3,28.18
42385,CAND_0039143,Content Writer,12.3,28.18
42386,CAND_0039144,HR Manager,10.2,28.18
42387,CAND_0039147,Operations Manager,10.9,28.18
42388,CAND_0039154,Marketing Manager,13.3,28.18
42389,CAND_0039157,Content Writer,12.9,28.18
42390,CAND_0039159,Customer Support,12.5,28.18
42391,CAND_0039162,Accountant,11.9,28.18
42392,CAND_0039170,Marketing Manager,11.0,28.18
42393,CAND_0039183,Operations Manager,9.5,28.18
42394,CAND_0039186,HR Manager,10.5,28.18
42395,CAND_0039193,HR Manager,9.4,28.18
42396,CAND_0039197,Content Writer,8.5,28.18
42397,CAND_0039198,Sales Executive,13.3,28.18
42398,CAND_0039199,Operations Manager,11.7,28.18
42399,CAND_0039204,Content Writer,9.9,28.18
42400,CAND_0039205,Marketing Manager,13.0,28.18
42401,CAND_0039213,Sales Executive,10.3,28.18
42402,CAND_0039217,Content Writer,13.4,28.18
42403,CAND_0039218,Marketing Manager,13.6,28.18
42404,CAND_0039236,HR Manager,10.3,28.18
42405,CAND_0039239,Accountant,9.2,28.18
42406,CAND_0039241,HR Manager,8.6,28.18
42407,CAND_0039246,Customer Support,12.5,28.18
42408,CAND_0039250,Customer Support,11.4,28.18
42409,CAND_0039266,HR Manager,14.9,28.18
42410,CAND_0039267,Customer Support,8.8,28.18
42411,CAND_0039272,Marketing Manager,12.5,28.18
42412,CAND_0039283,Marketing Manager,9.0,28.18
42413,CAND_0039292,Sales Executive,10.9,28.18
42414,CAND_0039312,Sales Executive,12.5,28.18
42415,CAND_0039313,Customer Support,12.8,28.18
42416,CAND_0039319,Operations Manager,9.0,28.18
42417,CAND_0039322,Content Writer,14.5,28.18
42418,CAND_0039341,Marketing Manager,9.6,28.18
42419,CAND_0039350,Customer Support,12.4,28.18
42420,CAND_0039351,Customer Support,11.4,28.18
42421,CAND_0039356,Marketing Manager,13.8,28.18
42422,CAND_0039359,Content Writer,9.9,28.18
42423,CAND_0039369,Operations Manager,11.7,28.18
42424,CAND_0039370,HR Manager,12.3,28.18
42425,CAND_0039371,Accountant,14.1,28.18
42426,CAND_0039372,Accountant,11.1,28.18
42427,CAND_0039374,Sales Executive,12.6,28.18
42428,CAND_0039375,Accountant,8.8,28.18
42429,CAND_0039380,Customer Support,8.7,28.18
42430,CAND_0039384,Content Writer,12.0,28.18
42431,CAND_0039388,Accountant,9.1,28.18
42432,CAND_0039394,Customer Support,10.5,28.18
42433,CAND_0039396,Sales Executive,12.8,28.18
42434,CAND_0039401,Operations Manager,9.6,28.18
42435,CAND_0039407,Marketing Manager,8.4,28.18
42436,CAND_0039408,HR Manager,12.7,28.18
42437,CAND_0039415,Sales Executive,9.0,28.18
42438,CAND_0039430,Sales Executive,10.0,28.18
42439,CAND_0039432,HR Manager,13.1,28.18
42440,CAND_0039436,HR Manager,12.8,28.18
42441,CAND_0039440,Accountant,12.4,28.18
42442,CAND_0039444,Sales Executive,9.7,28.18
42443,CAND_0039457,Customer Support,13.6,28.18
42444,CAND_0039464,HR Manager,11.1,28.18
42445,CAND_0039471,Marketing Manager,12.0,28.18
42446,CAND_0039492,Operations Manager,8.3,28.18
42447,CAND_0039494,Operations Manager,13.6,28.18
42448,CAND_0039496,Content Writer,10.7,28.18
42449,CAND_0039509,HR Manager,8.4,28.18
42450,CAND_0039510,Accountant,14.6,28.18
42451,CAND_0039515,Customer Support,11.2,28.18
42452,CAND_0039528,Customer Support,14.0,28.18
42453,CAND_0039531,HR Manager,8.5,28.18
42454,CAND_0039543,Marketing Manager,10.9,28.18
42455,CAND_0039549,Accountant,8.7,28.18
42456,CAND_0039552,Accountant,8.3,28.18
42457,CAND_0039567,Sales Executive,9.9,28.18
42458,CAND_0039572,Content Writer,13.4,28.18
42459,CAND_0039573,Sales Executive,14.3,28.18
42460,CAND_0039577,Customer Support,8.5,28.18
42461,CAND_0039595,Customer Support,14.9,28.18
42462,CAND_0039608,Content Writer,14.2,28.18
42463,CAND_0039609,Customer Support,13.1,28.18
42464,CAND_0039611,Content Writer,13.8,28.18
42465,CAND_0039619,Accountant,10.0,28.18
42466,CAND_0039620,Content Writer,12.5,28.18
42467,CAND_0039621,Content Writer,9.3,28.18
42468,CAND_0039625,Marketing Manager,11.1,28.18
42469,CAND_0039628,Content Writer,8.4,28.18
42470,CAND_0039629,Customer Support,12.9,28.18
42471,CAND_0039644,HR Manager,12.7,28.18
42472,CAND_0039651,Sales Executive,9.0,28.18
42473,CAND_0039654,Customer Support,10.1,28.18
42474,CAND_0039665,Operations Manager,9.4,28.18
42475,CAND_0039673,Accountant,12.6,28.18
42476,CAND_0039677,Operations Manager,9.4,28.18
42477,CAND_0039679,Content Writer,11.5,28.18
42478,CAND_0039680,Accountant,9.4,28.18
42479,CAND_0039686,Operations Manager,11.5,28.18
42480,CAND_0039697,Operations Manager,10.5,28.18
42481,CAND_0039706,Content Writer,13.3,28.18
42482,CAND_0039713,Sales Executive,14.3,28.18
42483,CAND_0039717,Customer Support,11.0,28.18
42484,CAND_0039721,Content Writer,13.4,28.18
42485,CAND_0039724,Content Writer,12.6,28.18
42486,CAND_0039726,HR Manager,14.8,28.18
42487,CAND_0039730,Content Writer,10.2,28.18
42488,CAND_0039733,Sales Executive,11.0,28.18
42489,CAND_0039737,Operations Manager,14.2,28.18
42490,CAND_0039746,Accountant,10.0,28.18
42491,CAND_0039747,Operations Manager,14.3,28.18
42492,CAND_0039748,HR Manager,13.7,28.18
42493,CAND_0039757,Sales Executive,9.8,28.18
42494,CAND_0039758,Marketing Manager,13.9,28.18
42495,CAND_0039759,Marketing Manager,9.2,28.18
42496,CAND_0039761,Accountant,10.0,28.18
42497,CAND_0039770,HR Manager,9.5,28.18
42498,CAND_0039771,Operations Manager,14.6,28.18
42499,CAND_0039790,Marketing Manager,9.5,28.18
42500,CAND_0039798,Content Writer,13.7,28.18
42501,CAND_0039801,Customer Support,14.6,28.18
42502,CAND_0039814,HR Manager,10.2,28.18
42503,CAND_0039818,Customer Support,10.9,28.18
42504,CAND_0039837,Accountant,10.5,28.18
42505,CAND_0039839,Operations Manager,8.2,28.18
42506,CAND_0039844,Operations Manager,11.7,28.18
42507,CAND_0039860,Operations Manager,15.0,28.18
42508,CAND_0039865,Accountant,10.1,28.18
42509,CAND_0039872,Content Writer,10.6,28.18
42510,CAND_0039875,Customer Support,8.0,28.18
42511,CAND_0039878,Sales Executive,11.7,28.18
42512,CAND_0039883,Content Writer,14.2,28.18
42513,CAND_0039891,Sales Executive,10.9,28.18
42514,CAND_0039896,Content Writer,10.7,28.18
42515,CAND_0039899,HR Manager,12.5,28.18
42516,CAND_0039900,Sales Executive,9.7,28.18
42517,CAND_0039904,Sales Executive,9.3,28.18
42518,CAND_0039910,HR Manager,11.3,28.18
42519,CAND_0039913,Content Writer,13.7,28.18
42520,CAND_0039939,Accountant,8.6,28.18
42521,CAND_0039944,Operations Manager,11.5,28.18
42522,CAND_0039949,Accountant,15.0,28.18
42523,CAND_0039959,Marketing Manager,8.4,28.18
42524,CAND_0039961,Marketing Manager,9.3,28.18
42525,CAND_0039963,HR Manager,13.1,28.18
42526,CAND_0039964,Sales Executive,12.9,28.18
42527,CAND_0039969,Operations Manager,14.4,28.18
42528,CAND_0039970,HR Manager,10.2,28.18
42529,CAND_0039980,Operations Manager,14.9,28.18
42530,CAND_0039981,Sales Executive,11.8,28.18
42531,CAND_0039984,Operations Manager,8.9,28.18
42532,CAND_0039986,Customer Support,14.7,28.18
42533,CAND_0039995,Accountant,10.7,28.18
42534,CAND_0040017,Operations Manager,13.5,28.18
42535,CAND_0040032,Customer Support,8.5,28.18
42536,CAND_0040033,Accountant,9.1,28.18
42537,CAND_0040044,Marketing Manager,8.8,28.18
42538,CAND_0040055,Sales Executive,10.7,28.18
42539,CAND_0040056,Content Writer,9.7,28.18
42540,CAND_0040061,Operations Manager,12.2,28.18
42541,CAND_0040064,Sales Executive,13.7,28.18
42542,CAND_0040066,Accountant,8.4,28.18
42543,CAND_0040072,Operations Manager,9.7,28.18
42544,CAND_0040075,Marketing Manager,15.0,28.18
42545,CAND_0040076,HR Manager,14.2,28.18
42546,CAND_0040077,Content Writer,12.2,28.18
42547,CAND_0040083,Customer Support,13.8,28.18
42548,CAND_0040086,Accountant,13.6,28.18
42549,CAND_0040090,Marketing Manager,9.2,28.18
42550,CAND_0040091,Marketing Manager,14.7,28.18
42551,CAND_0040094,Marketing Manager,8.0,28.18
42552,CAND_0040095,Sales Executive,11.6,28.18
42553,CAND_0040106,Operations Manager,13.7,28.18
42554,CAND_0040110,Sales Executive,8.5,28.18
42555,CAND_0040123,Content Writer,11.9,28.18
42556,CAND_0040124,Customer Support,8.2,28.18
42557,CAND_0040129,Operations Manager,13.6,28.18
42558,CAND_0040132,Marketing Manager,9.7,28.18
42559,CAND_0040133,Customer Support,8.5,28.18
42560,CAND_0040136,Content Writer,14.5,28.18
42561,CAND_0040138,Content Writer,8.0,28.18
42562,CAND_0040144,Content Writer,14.3,28.18
42563,CAND_0040149,Content Writer,8.1,28.18
42564,CAND_0040150,Operations Manager,14.7,28.18
42565,CAND_0040152,Marketing Manager,14.9,28.18
42566,CAND_0040154,Customer Support,12.9,28.18
42567,CAND_0040161,Content Writer,14.7,28.18
42568,CAND_0040163,Sales Executive,10.6,28.18
42569,CAND_0040165,Accountant,12.3,28.18
42570,CAND_0040168,Operations Manager,9.5,28.18
42571,CAND_0040172,Accountant,9.0,28.18
42572,CAND_0040176,Customer Support,13.7,28.18
42573,CAND_0040179,Content Writer,9.8,28.18
42574,CAND_0040184,Marketing Manager,13.4,28.18
42575,CAND_0040188,Content Writer,12.5,28.18
42576,CAND_0040189,Content Writer,12.5,28.18
42577,CAND_0040211,Sales Executive,14.1,28.18
42578,CAND_0040212,HR Manager,8.5,28.18
42579,CAND_0040218,Sales Executive,12.5,28.18
42580,CAND_0040222,Accountant,14.0,28.18
42581,CAND_0040230,Content Writer,11.4,28.18
42582,CAND_0040239,Operations Manager,13.3,28.18
42583,CAND_0040242,HR Manager,8.4,28.18
42584,CAND_0040244,Accountant,11.6,28.18
42585,CAND_0040247,Marketing Manager,13.6,28.18
42586,CAND_0040249,Accountant,12.2,28.18
42587,CAND_0040262,Marketing Manager,13.1,28.18
42588,CAND_0040265,Accountant,10.8,28.18
42589,CAND_0040292,Operations Manager,13.9,28.18
42590,CAND_0040294,HR Manager,10.6,28.18
42591,CAND_0040295,Accountant,10.0,28.18
42592,CAND_0040297,Operations Manager,8.4,28.18
42593,CAND_0040298,Marketing Manager,9.8,28.18
42594,CAND_0040303,Accountant,9.5,28.18
42595,CAND_0040306,Operations Manager,9.7,28.18
42596,CAND_0040316,Marketing Manager,10.2,28.18
42597,CAND_0040321,HR Manager,12.1,28.18
42598,CAND_0040328,HR Manager,9.8,28.18
42599,CAND_0040331,Operations Manager,11.1,28.18
42600,CAND_0040336,HR Manager,11.5,28.18
42601,CAND_0040338,Accountant,12.1,28.18
42602,CAND_0040340,HR Manager,14.4,28.18
42603,CAND_0040344,Content Writer,9.6,28.18
42604,CAND_0040350,Sales Executive,11.7,28.18
42605,CAND_0040359,HR Manager,9.7,28.18
42606,CAND_0040365,Content Writer,11.9,28.18
42607,CAND_0040373,Sales Executive,13.3,28.18
42608,CAND_0040381,Sales Executive,10.1,28.18
42609,CAND_0040383,HR Manager,11.4,28.18
42610,CAND_0040387,Operations Manager,9.6,28.18
42611,CAND_0040388,Content Writer,8.1,28.18
42612,CAND_0040399,Customer Support,11.5,28.18
42613,CAND_0040408,Operations Manager,12.4,28.18
42614,CAND_0040413,HR Manager,14.8,28.18
42615,CAND_0040417,Marketing Manager,11.2,28.18
42616,CAND_0040418,Content Writer,14.9,28.18
42617,CAND_0040422,Marketing Manager,11.0,28.18
42618,CAND_0040424,HR Manager,10.9,28.18
42619,CAND_0040431,Operations Manager,11.2,28.18
42620,CAND_0040437,Operations Manager,13.7,28.18
42621,CAND_0040445,Marketing Manager,10.8,28.18
42622,CAND_0040452,HR Manager,13.4,28.18
42623,CAND_0040457,Customer Support,13.3,28.18
42624,CAND_0040465,HR Manager,9.9,28.18
42625,CAND_0040466,Operations Manager,13.5,28.18
42626,CAND_0040482,Sales Executive,14.9,28.18
42627,CAND_0040486,Accountant,11.6,28.18
42628,CAND_0040493,Operations Manager,11.2,28.18
42629,CAND_0040509,Accountant,12.5,28.18
42630,CAND_0040512,Customer Support,14.5,28.18
42631,CAND_0040515,Marketing Manager,14.4,28.18
42632,CAND_0040524,HR Manager,9.9,28.18
42633,CAND_0040528,HR Manager,11.0,28.18
42634,CAND_0040532,Accountant,13.5,28.18
42635,CAND_0040536,Customer Support,13.1,28.18
42636,CAND_0040537,Sales Executive,8.6,28.18
42637,CAND_0040539,Sales Executive,14.4,28.18
42638,CAND_0040547,Operations Manager,13.3,28.18
42639,CAND_0040549,Marketing Manager,8.7,28.18
42640,CAND_0040558,Content Writer,13.8,28.18
42641,CAND_0040568,HR Manager,8.3,28.18
42642,CAND_0040605,Sales Executive,13.0,28.18
42643,CAND_0040612,Marketing Manager,13.4,28.18
42644,CAND_0040621,Operations Manager,14.7,28.18
42645,CAND_0040623,Sales Executive,9.7,28.18
42646,CAND_0040644,Operations Manager,11.3,28.18
42647,CAND_0040645,HR Manager,10.4,28.18
42648,CAND_0040647,Sales Executive,9.7,28.18
42649,CAND_0040652,HR Manager,12.5,28.18
42650,CAND_0040658,Sales Executive,11.4,28.18
42651,CAND_0040663,Customer Support,10.4,28.18
42652,CAND_0040688,Customer Support,12.3,28.18
42653,CAND_0040694,Customer Support,14.0,28.18
42654,CAND_0040696,Operations Manager,9.3,28.18
42655,CAND_0040697,Sales Executive,14.5,28.18
42656,CAND_0040702,Customer Support,14.5,28.18
42657,CAND_0040705,Accountant,8.6,28.18
42658,CAND_0040708,Operations Manager,13.1,28.18
42659,CAND_0040710,Sales Executive,14.1,28.18
42660,CAND_0040715,Operations Manager,13.7,28.18
42661,CAND_0040719,Operations Manager,10.0,28.18
42662,CAND_0040720,Content Writer,11.7,28.18
42663,CAND_0040723,Content Writer,12.9,28.18
42664,CAND_0040728,Customer Support,11.1,28.18
42665,CAND_0040731,Accountant,14.1,28.18
42666,CAND_0040732,Accountant,11.5,28.18
42667,CAND_0040736,Accountant,9.7,28.18
42668,CAND_0040745,HR Manager,14.4,28.18
42669,CAND_0040748,Accountant,8.7,28.18
42670,CAND_0040770,Accountant,14.6,28.18
42671,CAND_0040773,Marketing Manager,12.7,28.18
42672,CAND_0040785,Content Writer,14.8,28.18
42673,CAND_0040789,Sales Executive,14.9,28.18
42674,CAND_0040796,Accountant,11.4,28.18
42675,CAND_0040797,Sales Executive,10.4,28.18
42676,CAND_0040806,Customer Support,11.8,28.18
42677,CAND_0040807,Customer Support,14.5,28.18
42678,CAND_0040809,HR Manager,11.1,28.18
42679,CAND_0040814,Customer Support,14.5,28.18
42680,CAND_0040828,HR Manager,10.7,28.18
42681,CAND_0040829,Content Writer,12.7,28.18
42682,CAND_0040831,Content Writer,9.1,28.18
42683,CAND_0040834,Content Writer,8.1,28.18
42684,CAND_0040837,Sales Executive,10.4,28.18
42685,CAND_0040838,Content Writer,10.0,28.18
42686,CAND_0040841,Marketing Manager,14.5,28.18
42687,CAND_0040847,Accountant,13.6,28.18
42688,CAND_0040849,Sales Executive,9.4,28.18
42689,CAND_0040851,Marketing Manager,10.0,28.18
42690,CAND_0040852,HR Manager,11.1,28.18
42691,CAND_0040859,Content Writer,12.7,28.18
42692,CAND_0040862,Accountant,10.5,28.18
42693,CAND_0040868,Marketing Manager,12.8,28.18
42694,CAND_0040869,Marketing Manager,13.1,28.18
42695,CAND_0040878,Accountant,8.9,28.18
42696,CAND_0040891,Operations Manager,10.5,28.18
42697,CAND_0040895,Content Writer,13.2,28.18
42698,CAND_0040898,Accountant,13.6,28.18
42699,CAND_0040899,Sales Executive,12.5,28.18
42700,CAND_0040905,HR Manager,12.7,28.18
42701,CAND_0040906,Operations Manager,12.0,28.18
42702,CAND_0040911,Sales Executive,14.6,28.18
42703,CAND_0040914,Content Writer,12.9,28.18
42704,CAND_0040920,Marketing Manager,11.6,28.18
42705,CAND_0040925,Sales Executive,12.9,28.18
42706,CAND_0040927,Customer Support,8.8,28.18
42707,CAND_0040930,Sales Executive,10.9,28.18
42708,CAND_0040931,Marketing Manager,14.6,28.18
42709,CAND_0040932,Accountant,12.2,28.18
42710,CAND_0040933,Accountant,9.1,28.18
42711,CAND_0040934,Accountant,14.3,28.18
42712,CAND_0040935,Marketing Manager,10.6,28.18
42713,CAND_0040937,Marketing Manager,12.2,28.18
42714,CAND_0040956,HR Manager,8.0,28.18
42715,CAND_0040962,Content Writer,10.3,28.18
42716,CAND_0040964,HR Manager,13.8,28.18
42717,CAND_0040966,Content Writer,8.4,28.18
42718,CAND_0040967,Customer Support,9.0,28.18
42719,CAND_0040969,Content Writer,12.6,28.18
42720,CAND_0040971,Sales Executive,8.2,28.18
42721,CAND_0040974,Accountant,14.2,28.18
42722,CAND_0040977,Marketing Manager,8.6,28.18
42723,CAND_0040980,Accountant,14.7,28.18
42724,CAND_0040982,Sales Executive,11.7,28.18
42725,CAND_0040995,Sales Executive,11.7,28.18
42726,CAND_0041001,Accountant,12.9,28.18
42727,CAND_0041005,Operations Manager,9.5,28.18
42728,CAND_0041006,Operations Manager,14.1,28.18
42729,CAND_0041018,Content Writer,10.9,28.18
42730,CAND_0041027,Operations Manager,10.8,28.18
42731,CAND_0041033,Marketing Manager,13.8,28.18
42732,CAND_0041035,Operations Manager,12.0,28.18
42733,CAND_0041038,Operations Manager,10.8,28.18
42734,CAND_0041050,Sales Executive,9.4,28.18
42735,CAND_0041055,HR Manager,14.9,28.18
42736,CAND_0041059,Operations Manager,11.2,28.18
42737,CAND_0041064,Customer Support,13.0,28.18
42738,CAND_0041067,Marketing Manager,12.6,28.18
42739,CAND_0041076,Operations Manager,14.2,28.18
42740,CAND_0041086,Operations Manager,10.7,28.18
42741,CAND_0041097,Operations Manager,14.2,28.18
42742,CAND_0041098,Marketing Manager,13.1,28.18
42743,CAND_0041100,Operations Manager,13.2,28.18
42744,CAND_0041102,Marketing Manager,8.1,28.18
42745,CAND_0041114,Operations Manager,10.5,28.18
42746,CAND_0041123,Operations Manager,12.7,28.18
42747,CAND_0041125,HR Manager,13.1,28.18
42748,CAND_0041134,Sales Executive,12.0,28.18
42749,CAND_0041135,Operations Manager,11.6,28.18
42750,CAND_0041146,Operations Manager,12.3,28.18
42751,CAND_0041152,Customer Support,11.8,28.18
42752,CAND_0041156,Accountant,9.5,28.18
42753,CAND_0041159,Sales Executive,8.4,28.18
42754,CAND_0041163,Operations Manager,14.7,28.18
42755,CAND_0041167,Accountant,14.6,28.18
42756,CAND_0041174,Operations Manager,13.2,28.18
42757,CAND_0041176,Sales Executive,13.3,28.18
42758,CAND_0041182,Accountant,9.8,28.18
42759,CAND_0041184,Accountant,9.3,28.18
42760,CAND_0041189,Sales Executive,8.3,28.18
42761,CAND_0041190,Content Writer,8.5,28.18
42762,CAND_0041191,Customer Support,8.9,28.18
42763,CAND_0041203,Content Writer,13.3,28.18
42764,CAND_0041206,Customer Support,10.4,28.18
42765,CAND_0041207,Marketing Manager,9.3,28.18
42766,CAND_0041212,Customer Support,14.2,28.18
42767,CAND_0041213,Accountant,8.5,28.18
42768,CAND_0041216,Marketing Manager,12.6,28.18
42769,CAND_0041217,Sales Executive,8.3,28.18
42770,CAND_0041218,Customer Support,11.5,28.18
42771,CAND_0041219,Content Writer,8.1,28.18
42772,CAND_0041231,HR Manager,11.4,28.18
42773,CAND_0041234,HR Manager,9.2,28.18
42774,CAND_0041246,Marketing Manager,10.6,28.18
42775,CAND_0041251,Accountant,12.4,28.18
42776,CAND_0041253,Content Writer,9.9,28.18
42777,CAND_0041257,Customer Support,13.0,28.18
42778,CAND_0041259,Content Writer,9.3,28.18
42779,CAND_0041262,Marketing Manager,11.8,28.18
42780,CAND_0041263,Content Writer,8.6,28.18
42781,CAND_0041264,Marketing Manager,12.2,28.18
42782,CAND_0041271,Sales Executive,9.7,28.18
42783,CAND_0041272,Operations Manager,9.1,28.18
42784,CAND_0041280,Accountant,10.7,28.18
42785,CAND_0041281,HR Manager,8.4,28.18
42786,CAND_0041284,Sales Executive,10.5,28.18
42787,CAND_0041286,Sales Executive,14.1,28.18
42788,CAND_0041288,Content Writer,9.1,28.18
42789,CAND_0041292,Content Writer,14.3,28.18
42790,CAND_0041293,Operations Manager,11.5,28.18
42791,CAND_0041295,Operations Manager,14.8,28.18
42792,CAND_0041305,Content Writer,9.5,28.18
42793,CAND_0041310,Content Writer,13.5,28.18
42794,CAND_0041311,Accountant,10.3,28.18
42795,CAND_0041316,Content Writer,11.3,28.18
42796,CAND_0041318,Operations Manager,9.2,28.18
42797,CAND_0041335,Customer Support,13.8,28.18
42798,CAND_0041341,Content Writer,13.8,28.18
42799,CAND_0041342,Customer Support,13.7,28.18
42800,CAND_0041346,Marketing Manager,10.6,28.18
42801,CAND_0041350,HR Manager,13.6,28.18
42802,CAND_0041360,Accountant,14.7,28.18
42803,CAND_0041367,HR Manager,12.3,28.18
42804,CAND_0041379,Customer Support,11.3,28.18
42805,CAND_0041381,Sales Executive,11.5,28.18
42806,CAND_0041383,Sales Executive,13.4,28.18
42807,CAND_0041386,Accountant,8.5,28.18
42808,CAND_0041398,Content Writer,9.9,28.18
42809,CAND_0041400,Content Writer,10.8,28.18
42810,CAND_0041401,Marketing Manager,8.5,28.18
42811,CAND_0041403,HR Manager,14.4,28.18
42812,CAND_0041405,Sales Executive,11.5,28.18
42813,CAND_0041407,Marketing Manager,10.6,28.18
42814,CAND_0041415,Accountant,13.1,28.18
42815,CAND_0041419,HR Manager,12.6,28.18
42816,CAND_0041423,Marketing Manager,13.7,28.18
42817,CAND_0041430,Sales Executive,13.8,28.18
42818,CAND_0041431,Content Writer,12.5,28.18
42819,CAND_0041432,Marketing Manager,10.6,28.18
42820,CAND_0041436,Accountant,10.3,28.18
42821,CAND_0041437,Accountant,9.4,28.18
42822,CAND_0041440,Accountant,11.9,28.18
42823,CAND_0041449,Sales Executive,8.5,28.18
42824,CAND_0041450,Operations Manager,13.3,28.18
42825,CAND_0041452,Sales Executive,10.2,28.18
42826,CAND_0041458,Accountant,10.3,28.18
42827,CAND_0041461,Content Writer,10.2,28.18
42828,CAND_0041466,Content Writer,14.1,28.18
42829,CAND_0041475,Operations Manager,13.7,28.18
42830,CAND_0041476,Operations Manager,9.9,28.18
42831,CAND_0041515,Content Writer,12.3,28.18
42832,CAND_0041516,Accountant,11.2,28.18
42833,CAND_0041521,Customer Support,10.9,28.18
42834,CAND_0041537,Customer Support,14.6,28.18
42835,CAND_0041548,Operations Manager,9.6,28.18
42836,CAND_0041549,Sales Executive,11.2,28.18
42837,CAND_0041553,Customer Support,13.1,28.18
42838,CAND_0041554,Marketing Manager,13.4,28.18
42839,CAND_0041580,Operations Manager,14.1,28.18
42840,CAND_0041588,HR Manager,14.8,28.18
42841,CAND_0041589,Marketing Manager,12.8,28.18
42842,CAND_0041590,Sales Executive,9.5,28.18
42843,CAND_0041591,HR Manager,9.4,28.18
42844,CAND_0041593,Sales Executive,12.1,28.18
42845,CAND_0041598,Marketing Manager,12.6,28.18
42846,CAND_0041604,Operations Manager,12.1,28.18
42847,CAND_0041605,Sales Executive,8.4,28.18
42848,CAND_0041618,Operations Manager,13.3,28.18
42849,CAND_0041620,Accountant,11.5,28.18
42850,CAND_0041638,Accountant,8.9,28.18
42851,CAND_0041639,Customer Support,12.9,28.18
42852,CAND_0041640,Operations Manager,11.1,28.18
42853,CAND_0041641,Sales Executive,14.7,28.18
42854,CAND_0041651,Marketing Manager,11.4,28.18
42855,CAND_0041653,HR Manager,12.1,28.18
42856,CAND_0041654,Content Writer,8.9,28.18
42857,CAND_0041656,Content Writer,14.8,28.18
42858,CAND_0041671,Sales Executive,13.6,28.18
42859,CAND_0041678,Operations Manager,9.8,28.18
42860,CAND_0041681,Operations Manager,10.3,28.18
42861,CAND_0041689,Marketing Manager,11.1,28.18
42862,CAND_0041694,HR Manager,13.9,28.18
42863,CAND_0041699,Customer Support,8.5,28.18
42864,CAND_0041702,Customer Support,14.4,28.18
42865,CAND_0041703,Customer Support,12.5,28.18
42866,CAND_0041707,Content Writer,10.0,28.18
42867,CAND_0041711,Content Writer,8.5,28.18
42868,CAND_0041715,Operations Manager,14.8,28.18
42869,CAND_0041716,HR Manager,13.5,28.18
42870,CAND_0041723,Accountant,14.4,28.18
42871,CAND_0041727,Accountant,13.7,28.18
42872,CAND_0041728,Operations Manager,14.8,28.18
42873,CAND_0041741,Customer Support,11.4,28.18
42874,CAND_0041743,HR Manager,13.9,28.18
42875,CAND_0041748,Operations Manager,10.2,28.18
42876,CAND_0041750,HR Manager,9.1,28.18
42877,CAND_0041751,Marketing Manager,9.4,28.18
42878,CAND_0041754,Accountant,10.2,28.18
42879,CAND_0041755,Content Writer,13.2,28.18
42880,CAND_0041756,Content Writer,13.7,28.18
42881,CAND_0041758,Operations Manager,9.9,28.18
42882,CAND_0041760,Operations Manager,8.9,28.18
42883,CAND_0041764,Content Writer,8.1,28.18
42884,CAND_0041767,Customer Support,14.9,28.18
42885,CAND_0041769,Operations Manager,11.2,28.18
42886,CAND_0041770,Marketing Manager,10.3,28.18
42887,CAND_0041778,Operations Manager,11.5,28.18
42888,CAND_0041784,Accountant,9.1,28.18
42889,CAND_0041787,HR Manager,13.9,28.18
42890,CAND_0041793,Operations Manager,9.1,28.18
42891,CAND_0041795,Marketing Manager,14.5,28.18
42892,CAND_0041797,Sales Executive,10.5,28.18
42893,CAND_0041807,HR Manager,11.6,28.18
42894,CAND_0041816,Operations Manager,9.1,28.18
42895,CAND_0041820,Accountant,8.7,28.18
42896,CAND_0041825,Sales Executive,11.4,28.18
42897,CAND_0041832,Customer Support,10.2,28.18
42898,CAND_0041835,Sales Executive,9.7,28.18
